nombre_completo;legislatura;nombre;apellidos;distrito;partido;familia_partidos;ideologia;id_dip
Domingo Palet Y Barba;1933-1936;DOMINGO;PALET Y BARBA;Barcelona;ERC;Catalanista de izquierda;I;690
Mariano Rubio Tuduri;1933-1936;MARIANO;RUBIO TUDURI;Barcelona;ERC;Catalanista de izquierda;I;826
Francisco Senyal Ferrer;1933-1936;FRANCISCO;SENYAL FERRER;Barcelona;ERC;Catalanista de izquierda;I;900
Jose Suñol Y Garriga;1933-1936;JOSE;SUÑOL Y GARRIGA;Barcelona;ERC;Catalanista de izquierda;I;928
Jose Tomas Piera;1933-1936;JOSE;TOMAS PIERA;Barcelona;ERC;Catalanista de izquierda;I;944
Jose Antonio Trabal Y Saus;1933-1936;JOSE ANTONIO;TRABAL Y SAUS;Barcelona;ERC;Catalanista de izquierda;I;956
Juan Ventosa Roig;1933-1936;JUAN;VENTOSA ROIG;Barcelona;ERC;Catalanista de izquierda;I;994
Salvador Albert Pey;1931-1933;SALVADOR;ALBERT PEY;Gerona;ERC;Catalanista de izquierda;I;24
Alberto De Quintana De Leon;1931-1933;ALBERTO DE;QUINTANA DE LEON;Gerona;ERC;Catalanista de izquierda;I;764
Miguel Santalo Y Parvorell;1931-1933;MIGUEL;SANTALO Y PARVORELL;Gerona;ERC;Catalanista de izquierda;I;884
Juan Casanellas Ibarz;1936-1939;JUAN;CASANELLAS IBARZ;Gerona;ERC;Catalanista de izquierda;I;205
Jose Mascort Ribot;1936-1939;JOSE;MASCORT RIBOT;Gerona;ERC;Catalanista de izquierda;I;574
Jose Puig Pujadas;1936-1939;JOSE;PUIG PUJADAS;Gerona;ERC;Catalanista de izquierda;I;762
Miguel Santalo Y Parvorell;1936-1939;MIGUEL;SANTALO Y PARVORELL;Gerona;ERC;Catalanista de izquierda;I;884
Jose Mascort Ribot;1933-1936;JOSE;MASCORT RIBOT;Gerona;ERC;Catalanista de izquierda;I;574
Jose Sagrera Y Corominas;1933-1936;JOSE;SAGRERA Y COROMINAS;Gerona;ERC;Catalanista de izquierda;I;846
Miguel Santalo Y Parvorell;1933-1936;MIGUEL;SANTALO Y PARVORELL;Gerona;ERC;Catalanista de izquierda;I;884
Manuel Serra Moret;1933-1936;MANUEL;SERRA MORET;Gerona;ERC;Catalanista de izquierda;I;904
Pedro Corominas Y Montaña;1931-1933;PEDRO;COROMINAS Y MONTAÑA;Lérida;ERC;Catalanista de izquierda;I;245
Francisco Macia Llusa;1931-1933;FRANCISCO;MACIA LLUSA;Lérida;ERC;Catalanista de izquierda;I;511
Humberto Torres Barbera;1931-1933;HUMBERTO;TORRES BARBERA;Lérida;ERC;Catalanista de izquierda;I;952
Epifanio Belli Castiel;1933-1936;EPIFANIO;BELLI CASTIEL;Lérida;ERC;Catalanista de izquierda;I;122
Epifanio Belli Castiel;1931-1933;EPIFANIO;BELLI CASTIEL;Lérida;ERC;Catalanista de izquierda;I;122
Francisco De Paula Jene Aixala;1936-1939;FRANCISCO DE PAULA;JENE AIXALA;Lérida;ERC;Catalanista de izquierda;I;453
Ricardo Palacin Soldevilla;1931-1933;RICARDO;PALACIN SOLDEVILLA;Lérida;ERC;Catalanista de izquierda;I;686
Fernando Zulueta Giberga;1936-1939;FERNANDO;ZULUETA GIBERGA;Lérida;ERC;Catalanista de izquierda;I;1025
Juan Bañeres Cateura;1936-1939;JUAN;BAÑERES CATEURA;Lérida;ERC;Catalanista de izquierda;I;101
Ventura Gassol Rovira;1936-1939;VENTURA;GASSOL ROVIRA;Tarragona;ERC;Catalanista de izquierda;I;377
Juan Sentis Nogues;1936-1939;JUAN;SENTIS NOGUES;Tarragona;ERC;Catalanista de izquierda;I;899
Jose Brianso Salvado;1936-1939;JOSE;BRIANSO SALVADO;Tarragona;ERC;Catalanista de izquierda;I;156
Daniel Mangrane Escardo;1933-1936;DANIEL;MANGRANE ESCARDO;Tarragona;ERC;Catalanista de izquierda;I;522
Vicente Marco Miranda;1936-1939;VICENTE;MARCO MIRANDA;Valencia;ERC;Catalanista de izquierda;I;529
Carlos Espla Rizo;1931-1933;CARLOS;ESPLA RIZO;Alicante;RI;Conservadores;I;288
Jose Giral Pereira;1931-1933;JOSE;GIRAL PEREIRA;Cáceres;AR;Republicanos;I;384
Antonio Jimenez Jimenez;1931-1933;ANTONIO;JIMENEZ JIMENEZ;Barcelona;EIF;Republicanos;I;458
Salvador Sediles Moreno;1931-1933;SALVADOR;SEDILES MORENO;Barcelona;EIF;Republicanos;I;895
Roberto Castrovido Sanz;1931-1933;ROBERTO;CASTROVIDO SANZ;Madrid;Independiente;Republicanos;I;221
Luis De Tapia Romero;1931-1933;LUIS DE;TAPIA ROMERO;Madrid;Independiente;Republicanos;I;932
Benito Pabon Y Suarez De Urbina;1936-1939;BENITO;PABON Y SUAREZ DE URBINA;Zaragoza;Independiente;Republicanos;I;684
Juan Ferret Navarro;1933-1936;JUAN;FERRET NAVARRO;Barcelona;PRF;Republicanos;I;328
Melchor Marial Mundet;1933-1936;MELCHOR;MARIAL MUNDET;Gerona;PRF;Republicanos;I;534
Antonio Fabra Ribas;1931-1933;ANTONIO;FABRA RIBAS;Albacete;PSOE;Socialista;I;294
Rodolfo Viñas Arcos;1931-1933;RODOLFO;VIÑAS ARCOS;Albacete;PSOE;Socialista;I;1016
Jose Prat Garcia;1936-1939;JOSE;PRAT GARCIA;Albacete;PSOE;Socialista;I;749
Esteban Martinez Hervas;1933-1936;ESTEBAN;MARTINEZ HERVAS;Albacete;PSOE;Socialista;I;559
Jose Prat Garcia;1933-1936;JOSE;PRAT GARCIA;Albacete;PSOE;Socialista;I;749
Manuel Gonzalez Ramos;1931-1933;MANUEL;GONZALEZ RAMOS;Alicante;PSOE;Socialista;I;405
Rodolfo Llopis Ferrandiz;1931-1933;RODOLFO;LLOPIS FERRANDIZ;Alicante;PSOE;Socialista;I;491
Romualdo Rodriguez De Vera Y Romero;1931-1933;ROMUALDO;RODRIGUEZ DE VERA Y ROMERO;Alicante;PSOE;Socialista;I;803
Gines Ganga Tremiño;1936-1939;GINES;GANGA TREMIÑO;Alicante;PSOE;Socialista;I;349
Salvador Garcia Muñoz;1936-1939;SALVADOR;GARCIA MUÑOZ;Alicante;PSOE;Socialista;I;364
Rodolfo Llopis Ferrandiz;1936-1939;RODOLFO;LLOPIS FERRANDIZ;Alicante;PSOE;Socialista;I;491
Miguel Villalta Gisbert;1936-1939;MIGUEL;VILLALTA GISBERT;Alicante;PSOE;Socialista;I;1008
Manuel Gonzalez Ramos;1933-1936;MANUEL;GONZALEZ RAMOS;Alicante;PSOE;Socialista;I;405
Rodolfo Llopis Ferrandiz;1933-1936;RODOLFO;LLOPIS FERRANDIZ;Alicante;PSOE;Socialista;I;491
Romualdo Rodriguez De Vera Y Romero;1933-1936;ROMUALDO;RODRIGUEZ DE VERA Y ROMERO;Alicante;PSOE;Socialista;I;803
Benigno Ferrer Domingo;1931-1933;BENIGNO;FERRER DOMINGO;Almería;PSOE;Socialista;I;326
Gabriel Pradal Gomez;1931-1933;GABRIEL;PRADAL GOMEZ;Almería;PSOE;Socialista;I;748
Benigno Ferrer Domingo;1936-1939;BENIGNO;FERRER DOMINGO;Almería;PSOE;Socialista;I;326
Gabriel Pradal Gomez;1936-1939;GABRIEL;PRADAL GOMEZ;Almería;PSOE;Socialista;I;748
Rodrigo Almada Rodriguez;1931-1933;RODRIGO;ALMADA RODRIGUEZ;Badajoz;PSOE;Socialista;I;35
Celestino Garcia Santos;1931-1933;CELESTINO;GARCIA SANTOS;Badajoz;PSOE;Socialista;I;369
Manuel Muiño Arroyo;1931-1933;MANUEL;MUIÑO ARROYO;Badajoz;PSOE;Socialista;I;640
Margarita Nelken Mansberger De Paul;1931-1933;MARGARITA;NELKEN MANSBERGER DE PAUL;Badajoz;PSOE;Socialista;I;653
Francisco Nuñez Tomas;1931-1933;FRANCISCO;NUÑEZ TOMAS;Badajoz;PSOE;Socialista;I;660
Narciso Vazquez Lemus;1931-1933;NARCISO;VAZQUEZ LEMUS;Badajoz;PSOE;Socialista;I;980
Narciso Vazquez Torres;1931-1933;NARCISO;VAZQUEZ TORRES;Badajoz;PSOE;Socialista;I;982
Juan Simeon Vidarte Franco Romero;1931-1933;JUAN SIMEON;VIDARTE FRANCO ROMERO;Badajoz;PSOE;Socialista;I;1000
Juan Simeon Vidarte Franco Romero;1933-1936;JUAN SIMEON;VIDARTE FRANCO ROMERO;Badajoz;PSOE;Socialista;I;1000
Jose Aliseda Olivares;1936-1939;JOSE;ALISEDA OLIVARES;Badajoz;PSOE;Socialista;I;34
Margarita Nelken Mansberger De Paul;1936-1939;MARGARITA;NELKEN MANSBERGER DE PAUL;Badajoz;PSOE;Socialista;I;653
Nicolas De Pablo Hernandez;1936-1939;NICOLAS DE;PABLO HERNANDEZ;Badajoz;PSOE;Socialista;I;682
Jose Sosa Hormigo;1936-1939;JOSE;SOSA HORMIGO;Badajoz;PSOE;Socialista;I;922
Juan Simeon Vidarte Franco Romero;1936-1939;JUAN SIMEON;VIDARTE FRANCO ROMERO;Badajoz;PSOE;Socialista;I;1000
Ricardo Zabalza Elorga;1936-1939;RICARDO;ZABALZA ELORGA;Badajoz;PSOE;Socialista;I;1020
Margarita Nelken Mansberger De Paul;1933-1936;MARGARITA;NELKEN MANSBERGER DE PAUL;Badajoz;PSOE;Socialista;I;653
Nicolas De Pablo Hernandez;1933-1936;NICOLAS DE;PABLO HERNANDEZ;Badajoz;PSOE;Socialista;I;682
Pedro Rubio Heredia;1933-1936;PEDRO;RUBIO HEREDIA;Badajoz;PSOE;Socialista;I;824
Julian Zugazagoitia Mendieta;1931-1933;JULIAN;ZUGAZAGOITIA MENDIETA;Badajoz;PSOE;Socialista;I;1024
Alejandro Jaume Rossello;1931-1933;ALEJANDRO;JAUME ROSSELLO;Baleares;PSOE;Socialista;I;451
Angel Samblancat Salanova;1931-1933;ANGEL;SAMBLANCAT SALANOVA;Barcelona;PSOE;Socialista;I;862
Luis Labin Besuita;1936-1939;LUIS;LABIN BESUITA;Burgos;PSOE;Socialista;I;469
Antonio Canales Gonzalez;1931-1933;ANTONIO;CANALES GONZALEZ;Cáceres;PSOE;Socialista;I;177
Juan Canales Gonzalez;1931-1933;JUAN;CANALES GONZALEZ;Cáceres;PSOE;Socialista;I;178
Jose Fernando Gonzalez Uña;1931-1933;JOSE FERNANDO;GONZALEZ UÑA;Cáceres;PSOE;Socialista;I;410
Angel Rubio Muñoz Bocanegra;1931-1933;ANGEL;RUBIO MUÑOZ BOCANEGRA;Cáceres;PSOE;Socialista;I;825
Antonio Sacristan Colas;1931-1933;ANTONIO;SACRISTAN COLAS;Cáceres;PSOE;Socialista;I;844
Pablo Valiente Paredes;1931-1933;PABLO;VALIENTE PAREDES;Cáceres;PSOE;Socialista;I;971
Rafael Bermudo Ardura;1936-1939;RAFAEL;BERMUDO ARDURA;Cáceres;PSOE;Socialista;I;131
Higinio Felipe Granado Valdivia;1936-1939;HIGINIO FELIPE;GRANADO VALDIVIA;Cáceres;PSOE;Socialista;I;416
Luis Romero Solano;1936-1939;LUIS;ROMERO SOLANO;Cáceres;PSOE;Socialista;I;818
Higinio Felipe Granado Valdivia;1933-1936;HIGINIO FELIPE;GRANADO VALDIVIA;Cáceres;PSOE;Socialista;I;416
Luis Romero Solano;1933-1936;LUIS;ROMERO SOLANO;Cáceres;PSOE;Socialista;I;818
Pedro Molpeceres Ramos;1931-1933;PEDRO;MOLPECERES RAMOS;Cádiz;PSOE;Socialista;I;609
Antonio Roma Y Rubies;1931-1933;ANTONIO;ROMA Y RUBIES;Cádiz;PSOE;Socialista;I;814
Juan Antonio Santander Carrasco;1931-1933;JUAN ANTONIO;SANTANDER CARRASCO;Cádiz;PSOE;Socialista;I;885
Rafael Calbo Cuadrado;1936-1939;RAFAEL;CALBO CUADRADO;Cádiz;PSOE;Socialista;I;165
Juan Campos Villagran;1936-1939;JUAN;CAMPOS VILLAGRAN;Cádiz;PSOE;Socialista;I;176
Juan Sapiña Camaro;1931-1933;JUAN;SAPIÑA CAMARO;Castellón;PSOE;Socialista;I;889
Juan Sapiña Camaro;1936-1939;JUAN;SAPIÑA CAMARO;Castellón;PSOE;Socialista;I;889
Manuel Martinez Pedroso;1936-1939;MANUEL;MARTINEZ PEDROSO;Ceuta;PSOE;Socialista;I;567
Antonio Cabrera Toba;1931-1933;ANTONIO;CABRERA TOBA;Ciudad Real;PSOE;Socialista;I;164
Antonio Cañizares Peñalva;1931-1933;ANTONIO;CAÑIZARES PEÑALVA;Ciudad Real;PSOE;Socialista;I;181
Fernando Piñuela Y Romero;1931-1933;FERNANDO;PIÑUELA Y ROMERO;Ciudad Real;PSOE;Socialista;I;739
Antonio Cabrera Toba;1936-1939;ANTONIO;CABRERA TOBA;Ciudad Real;PSOE;Socialista;I;164
Jose Maestro San Jose;1936-1939;JOSE;MAESTRO SAN JOSE;Ciudad Real;PSOE;Socialista;I;516
Marino Saiz Sanchez;1936-1939;MARINO;SAIZ SANCHEZ;Ciudad Real;PSOE;Socialista;I;849
Andres Saborit Colomer;1933-1936;ANDRES;SABORIT COLOMER;Ciudad Real;PSOE;Socialista;I;840
Francisco Azorin Izquierdo;1931-1933;FRANCISCO;AZORIN IZQUIERDO;Córdoba;PSOE;Socialista;I;93
Wenceslao Carrillo Alonso;1931-1933;WENCESLAO;CARRILLO ALONSO;Córdoba;PSOE;Socialista;I;201
Joaquin Garcia Hidalgo Villanueva;1931-1933;JOAQUIN;GARCIA HIDALGO VILLANUEVA;Córdoba;PSOE;Socialista;I;363
Vicente Hernandez Rizo;1931-1933;VICENTE;HERNANDEZ RIZO;Córdoba;PSOE;Socialista;I;431
Juan Moran Bayo;1931-1933;JUAN;MORAN BAYO;Córdoba;PSOE;Socialista;I;623
Gabriel Moron Diaz;1931-1933;GABRIEL;MORON DIAZ;Córdoba;PSOE;Socialista;I;636
Martin Sanz Diez;1931-1933;MARTIN;SANZ DIEZ;Córdoba;PSOE;Socialista;I;888
Francisco Zafra Contreras;1931-1933;FRANCISCO;ZAFRA CONTRERAS;Córdoba;PSOE;Socialista;I;1022
Eduardo Blanco Fernandez;1936-1939;EDUARDO;BLANCO FERNANDEZ;Córdoba;PSOE;Socialista;I;139
Antonio Bujalance Lopez;1936-1939;ANTONIO;BUJALANCE LOPEZ;Córdoba;PSOE;Socialista;I;158
Wenceslao Carrillo Alonso;1936-1939;WENCESLAO;CARRILLO ALONSO;Córdoba;PSOE;Socialista;I;201
Manuel Castro Molina;1936-1939;MANUEL;CASTRO MOLINA;Córdoba;PSOE;Socialista;I;220
Vicente Martin Romera;1936-1939;VICENTE;MARTIN ROMERA;Córdoba;PSOE;Socialista;I;547
Hermenegildo Casas Jimenez;1933-1936;HERMENEGILDO;CASAS JIMENEZ;Córdoba;PSOE;Socialista;I;210
Adolfo Moreno Quesada;1933-1936;ADOLFO;MORENO QUESADA;Córdoba;PSOE;Socialista;I;634
Fernando Vazquez Ocaña;1933-1936;FERNANDO;VAZQUEZ OCAÑA;Córdoba;PSOE;Socialista;I;981
Ramon Beade Mendez;1931-1933;RAMON;BEADE MENDEZ;Coruña (La);PSOE;Socialista;I;119
Jose Mareque Santos;1931-1933;JOSE;MAREQUE SANTOS;Coruña (La);PSOE;Socialista;I;533
Ramon Beade Mendez;1936-1939;RAMON;BEADE MENDEZ;Coruña (La);PSOE;Socialista;I;119
Pedro Longueira Patiño;1936-1939;PEDRO;LONGUEIRA PATIÑO;Coruña (La);PSOE;Socialista;I;493
Edmundo Lorenzo Santiago;1931-1933;EDMUNDO;LORENZO SANTIAGO;Coruña (La);PSOE;Socialista;I;507
Edmundo Lorenzo Santiago;1936-1939;EDMUNDO;LORENZO SANTIAGO;Coruña (La);PSOE;Socialista;I;507
Aurelio Almagro Gracia;1931-1933;AURELIO;ALMAGRO GRACIA;Cuenca;PSOE;Socialista;I;36
Luis Garcia Cubertoret;1936-1939;LUIS;GARCIA CUBERTORET;Cuenca;PSOE;Socialista;I;357
Juan Carreño Vargas;1931-1933;JUAN;CARREÑO VARGAS;Granada;PSOE;Socialista;I;196
Rafael Garcia Duarte Salcedo;1931-1933;RAFAEL;GARCIA DUARTE SALCEDO;Granada;PSOE;Socialista;I;358
Luis Jimenez De Asua;1931-1933;LUIS;JIMENEZ DE ASUA;Granada;PSOE;Socialista;I;455
Manuel Jimenez Garcia De La Serrana;1931-1933;MANUEL;JIMENEZ GARCIA DE LA SERRANA;Granada;PSOE;Socialista;I;457
Fernando De Los Rios Urruti;1931-1933;FERNANDO DE LOS;RIOS URRUTI;Granada;PSOE;Socialista;I;791
Fernando Sainz Ruiz;1931-1933;FERNANDO;SAINZ RUIZ;Granada;PSOE;Socialista;I;848
Aurelio Almagro Gracia;1936-1939;AURELIO;ALMAGRO GRACIA;Granada;PSOE;Socialista;I;36
Ernesto Fernandez Jimenez;1936-1939;ERNESTO;FERNANDEZ JIMENEZ;Granada;PSOE;Socialista;I;314
Anastasio De Gracia Villarrubia;1936-1939;ANASTASIO DE;GRACIA VILLARRUBIA;Granada;PSOE;Socialista;I;415
Nicolas Jimenez Molina;1936-1939;NICOLAS;JIMENEZ MOLINA;Granada;PSOE;Socialista;I;459
Ramon Lamoneda Fernandez;1936-1939;RAMON;LAMONEDA FERNANDEZ;Granada;PSOE;Socialista;I;472
Antonio Martin Garcia;1936-1939;ANTONIO;MARTIN GARCIA;Granada;PSOE;Socialista;I;543
Francisco Menoyo Baños;1936-1939;FRANCISCO;MENOYO BAÑOS;Granada;PSOE;Socialista;I;591
Fernando De Los Rios Urruti;1936-1939;FERNANDO DE LOS;RIOS URRUTI;Granada;PSOE;Socialista;I;791
Francisco De Toro Cuevas;1936-1939;FRANCISCO DE;TORO CUEVAS;Granada;PSOE;Socialista;I;947
Ramon Lamoneda Fernandez;1933-1936;RAMON;LAMONEDA FERNANDEZ;Granada;PSOE;Socialista;I;472
Maria Lejarraga Y Garcia;1933-1936;MARIA;LEJARRAGA Y GARCIA;Granada;PSOE;Socialista;I;486
Fernando De Los Rios Urruti;1933-1936;FERNANDO DE LOS;RIOS URRUTI;Granada;PSOE;Socialista;I;791
Miguel Bargallo Ardevol;1931-1933;MIGUEL;BARGALLO ARDEVOL;Guadalajara;PSOE;Socialista;I;105
Marcelino Martin Gonzalez Del Arco;1931-1933;MARCELINO;MARTIN GONZALEZ DEL ARCO;Guadalajara;PSOE;Socialista;I;545
Enrique De Francisco Jimenez;1931-1933;ENRIQUE DE;FRANCISCO JIMENEZ;Guipúzcoa;PSOE;Socialista;I;338
Miguel Amilibia Machimbarrena;1936-1939;MIGUEL;AMILIBIA MACHIMBARRENA;Guipúzcoa;PSOE;Socialista;I;61
Ramon Gonzalez Peña;1931-1933;RAMON;GONZALEZ PEÑA;Huelva;PSOE;Socialista;I;404
Agustin Marcos Escudero;1931-1933;AGUSTIN;MARCOS ESCUDERO;Huelva;PSOE;Socialista;I;532
Florentino Martinez Torner;1931-1933;FLORENTINO;MARTINEZ TORNER;Huelva;PSOE;Socialista;I;571
Crescenciano Bilbao Castellano;1936-1939;CRESCENCIANO;BILBAO CASTELLANO;Huelva;PSOE;Socialista;I;135
Ramon Gonzalez Peña;1936-1939;RAMON;GONZALEZ PEÑA;Huelva;PSOE;Socialista;I;404
Juan Gutierrez Prieto;1936-1939;JUAN;GUTIERREZ PRIETO;Huelva;PSOE;Socialista;I;428
Crescenciano Bilbao Castellano;1933-1936;CRESCENCIANO;BILBAO CASTELLANO;Huelva;PSOE;Socialista;I;135
Ramon Gonzalez Peña;1933-1936;RAMON;GONZALEZ PEÑA;Huelva;PSOE;Socialista;I;404
Amos Sabras Gurrea;1933-1936;AMOS;SABRAS GURREA;Huelva;PSOE;Socialista;I;841
Juan Tirado Figueroa;1933-1936;JUAN;TIRADO FIGUEROA;Huelva;PSOE;Socialista;I;940
Julian Borderas Pallaruelo;1936-1939;JULIAN;BORDERAS PALLARUELO;Huelva;PSOE;Socialista;I;150
Tomas Alvarez Angulo;1931-1933;TOMAS;ALVAREZ ANGULO;Jaén;PSOE;Socialista;I;47
Jeronimo Bugeda Muñoz;1931-1933;JERONIMO;BUGEDA MUÑOZ;Jaén;PSOE;Socialista;I;157
Andres Domingo Martinez;1931-1933;ANDRES;DOMINGO MARTINEZ;Jaén;PSOE;Socialista;I;271
Enrique Esbri Fernandez;1931-1933;ENRIQUE;ESBRI FERNANDEZ;Jaén;PSOE;Socialista;I;281
Juan Lozano Ruiz;1931-1933;JUAN;LOZANO RUIZ;Jaén;PSOE;Socialista;I;508
Lucio Martinez Gil;1931-1933;LUCIO;MARTINEZ GIL;Jaén;PSOE;Socialista;I;558
Jose Morales Robles;1931-1933;JOSE;MORALES ROBLES;Jaén;PSOE;Socialista;I;622
Alejandro Peris Caruana;1931-1933;ALEJANDRO;PERIS CARUANA;Jaén;PSOE;Socialista;I;728
Jose Piqueras Muñoz;1931-1933;JOSE;PIQUERAS MUÑOZ;Jaén;PSOE;Socialista;I;740
Domingo De La Torre Moya;1931-1933;DOMINGO DE LA;TORRE MOYA;Jaén;PSOE;Socialista;I;950
Tomas Alvarez Angulo;1936-1939;TOMAS;ALVAREZ ANGULO;Jaén;PSOE;Socialista;I;47
Jeronimo Bugeda Muñoz;1936-1939;JERONIMO;BUGEDA MUÑOZ;Jaén;PSOE;Socialista;I;157
Jose Lopez Quero;1936-1939;JOSE;LOPEZ QUERO;Jaén;PSOE;Socialista;I;501
Juan Lozano Ruiz;1936-1939;JUAN;LOZANO RUIZ;Jaén;PSOE;Socialista;I;508
Antonio Pasagali Lobo;1936-1939;ANTONIO;PASAGALI LOBO;Jaén;PSOE;Socialista;I;697
Alejandro Peris Caruana;1936-1939;ALEJANDRO;PERIS CARUANA;Jaén;PSOE;Socialista;I;728
Tomas Alvarez Angulo;1933-1936;TOMAS;ALVAREZ ANGULO;Jaén;PSOE;Socialista;I;47
Jeronimo Bugeda Muñoz;1933-1936;JERONIMO;BUGEDA MUÑOZ;Jaén;PSOE;Socialista;I;157
Juan Lozano Ruiz;1933-1936;JUAN;LOZANO RUIZ;Jaén;PSOE;Socialista;I;508
Miguel Castaño Quiñones;1931-1933;MIGUEL;CASTAÑO QUIÑONES;León;PSOE;Socialista;I;214
Alfredo Nistal Martinez;1931-1933;ALFREDO;NISTAL MARTINEZ;León;PSOE;Socialista;I;656
Amos Sabras Gurrea;1931-1933;AMOS;SABRAS GURREA;Logroño;PSOE;Socialista;I;841
Juan Tizon Herreros;1931-1933;JUAN;TIZON HERREROS;Lugo;PSOE;Socialista;I;941
Amos Acero Perez;1931-1933;AMOS;ACERO PEREZ;Madrid;PSOE;Socialista;I;6
Julian Besteiro Fernandez;1931-1933;JULIAN;BESTEIRO FERNANDEZ;Madrid;PSOE;Socialista;I;133
Manuel Cordero Perez;1931-1933;MANUEL;CORDERO PEREZ;Madrid;PSOE;Socialista;I;243
Antonio Fernandez Quer;1931-1933;ANTONIO;FERNANDEZ QUER;Madrid;PSOE;Socialista;I;320
Trifon Gomez San Jose;1931-1933;TRIFON;GOMEZ SAN JOSE;Madrid;PSOE;Socialista;I;394
Francisco Largo Caballero;1931-1933;FRANCISCO;LARGO CABALLERO;Madrid;PSOE;Socialista;I;479
Andres Ovejero Bustamante;1931-1933;ANDRES;OVEJERO BUSTAMANTE;Madrid;PSOE;Socialista;I;680
Mariano Rojo Gonzalez;1931-1933;MARIANO;ROJO GONZALEZ;Madrid;PSOE;Socialista;I;812
Andres Saborit Colomer;1931-1933;ANDRES;SABORIT COLOMER;Madrid;PSOE;Socialista;I;840
Jose Sanchis Banus;1931-1933;JOSE;SANCHIS BANUS;Madrid;PSOE;Socialista;I;877
Julio Alvarez Del Vayo;1936-1939;JULIO;ALVAREZ DEL VAYO;Madrid;PSOE;Socialista;I;49
Julia Alvarez Resano;1936-1939;JULIA;ALVAREZ RESANO;Madrid;PSOE;Socialista;I;53
Luis Araquistain Quevedo;1936-1939;LUIS;ARAQUISTAIN QUEVEDO;Madrid;PSOE;Socialista;I;71
Julian Besteiro Fernandez;1936-1939;JULIAN;BESTEIRO FERNANDEZ;Madrid;PSOE;Socialista;I;133
Enrique De Francisco Jimenez;1936-1939;ENRIQUE DE;FRANCISCO JIMENEZ;Madrid;PSOE;Socialista;I;338
Carlos Hernandez Zancajo;1936-1939;CARLOS;HERNANDEZ ZANCAJO;Madrid;PSOE;Socialista;I;433
Luis Jimenez De Asua;1936-1939;LUIS;JIMENEZ DE ASUA;Madrid;PSOE;Socialista;I;455
Francisco Largo Caballero;1936-1939;FRANCISCO;LARGO CABALLERO;Madrid;PSOE;Socialista;I;479
Carlos Rubiera Rodriguez;1936-1939;CARLOS;RUBIERA RODRIGUEZ;Madrid;PSOE;Socialista;I;822
Luis Rufilanchas Salcedo;1936-1939;LUIS;RUFILANCHAS SALCEDO;Madrid;PSOE;Socialista;I;828
Manuel Alonso Zapata;1933-1936;MANUEL;ALONSO ZAPATA;Madrid;PSOE;Socialista;I;44
Julio Alvarez Del Vayo;1933-1936;JULIO;ALVAREZ DEL VAYO;Madrid;PSOE;Socialista;I;49
Luis Araquistain Quevedo;1933-1936;LUIS;ARAQUISTAIN QUEVEDO;Madrid;PSOE;Socialista;I;71
Julian Besteiro Fernandez;1933-1936;JULIAN;BESTEIRO FERNANDEZ;Madrid;PSOE;Socialista;I;133
Trifon Gomez San Jose;1933-1936;TRIFON;GOMEZ SAN JOSE;Madrid;PSOE;Socialista;I;394
Anastasio De Gracia Villarrubia;1933-1936;ANASTASIO DE;GRACIA VILLARRUBIA;Madrid;PSOE;Socialista;I;415
Carlos Hernandez Zancajo;1933-1936;CARLOS;HERNANDEZ ZANCAJO;Madrid;PSOE;Socialista;I;433
Luis Jimenez De Asua;1933-1936;LUIS;JIMENEZ DE ASUA;Madrid;PSOE;Socialista;I;455
Francisco Largo Caballero;1933-1936;FRANCISCO;LARGO CABALLERO;Madrid;PSOE;Socialista;I;479
Antonio Mairal Perallos;1933-1936;ANTONIO;MAIRAL PERALLOS;Madrid;PSOE;Socialista;I;518
Lucio Martinez Gil;1933-1936;LUCIO;MARTINEZ GIL;Madrid;PSOE;Socialista;I;558
Juan Negrin Lopez;1933-1936;JUAN;NEGRIN LOPEZ;Madrid;PSOE;Socialista;I;652
Antonio Septien Aladren;1933-1936;ANTONIO;SEPTIEN ALADREN;Madrid;PSOE;Socialista;I;902
Antonio Fernandez Bolaños Mora;1931-1933;ANTONIO;FERNANDEZ BOLAÑOS MORA;Málaga;PSOE;Socialista;I;304
Antonio Garcia Prieto;1931-1933;ANTONIO;GARCIA PRIETO;Málaga;PSOE;Socialista;I;365
Jose Molina Moreno;1931-1933;JOSE;MOLINA MORENO;Málaga;PSOE;Socialista;I;606
Antonio Acuña Carballar;1936-1939;ANTONIO;ACUÑA CARBALLAR;Málaga;PSOE;Socialista;I;7
Luis Dorado Luque;1936-1939;LUIS;DORADO LUQUE;Málaga;PSOE;Socialista;I;275
Antonio Fernandez Bolaños Mora;1936-1939;ANTONIO;FERNANDEZ BOLAÑOS MORA;Málaga;PSOE;Socialista;I;304
Vicente Sarmiento Ruiz;1936-1939;VICENTE;SARMIENTO RUIZ;Málaga;PSOE;Socialista;I;891
Antonio Acuña Carballar;1933-1936;ANTONIO;ACUÑA CARBALLAR;Málaga;PSOE;Socialista;I;7
Antonio Fernandez Bolaños Mora;1933-1936;ANTONIO;FERNANDEZ BOLAÑOS MORA;Málaga;PSOE;Socialista;I;304
Benito Luna Anoria;1933-1936;BENITO;LUNA ANORIA;Málaga;PSOE;Socialista;I;510
Antonio Acuña Carballar;1931-1933;ANTONIO;ACUÑA CARBALLAR;Melilla;PSOE;Socialista;I;7
